industry_description,total_injuries,total_deaths,total_dafw_cases,total_djtr_cases
Mining Machinery and Equipment Manufacturing,6,0,2,2
Mining cars manufacturing,7,0,2,0
Mining engineering services,8,0,0,0
Mining machinery and equipment (except petroleum) merchant wholesalers,33,0,10,12
Mining machinery and equipment repair and maintenance services,26,0,12,6
"Mining machinery and equipment, petroleum, merchant wholesalers",5,0,0,1
Miniwarehouse rental or leasing,6,0,1,5
Mink production,1,0,0,1
Minor league baseball clubs,9,0,7,2
Mint farming,2,0,0,1
Mirrors (except automotive) merchant wholesalers,0,0,0,0
"Mirrors, automotive, merchant wholesalers",19,0,4,14
"Mirrors, framed (except automotive) or unframed, made from purchased glass",7,0,0,2
"Mirrors, optical, manufacturing",32,0,14,6
Misc Chemical Preparation,4,0,0,1
Misc Fab,3,0,2,0
Misc. nondurable goods merchant wholesalers,33,0,8,17
Miscellaneous Fabricated Wire Products,0,0,0,0
Miscellaneous General Merchandise Stores,0,0,0,0
Miscellaneous Nonmetallic Mineral Product Manufacturing,21,0,1,19
Miscellaneous Retail Stores - NEC,16,0,7,0
Miscellaneous Wood Product Manufacturing,2,0,0,0
Miscellaneous amusement recreation services,14,0,1,11
Miscellanoeus Electrical Equipment and Component Manufacturing,11,0,5,5
"Missions, religious organization",12,0,2,2
Mitigation,6,0,1,2
Mix Modal Transportation,9,0,3,2
"Mix, ice cream, manufacturing",15,0,10,3
Mixed Mode Transit System,128,0,72,6
Mixed Mode Transit Systems,69,1,69,2
"Mixed drinks, alcoholic, manufacturing",9,0,2,6
Mixed hay farming,3,0,0,1
"Mixed mode transit systems (e.g., bus, commuter rail, subway combinations)",1257,0,721,429
"Mixers, concrete, portable, manufacturing",5,0,1,1
"Mixes (e.g., cake, dessert, pie) merchant wholesalers",1,0,2,0
"Mixes, flour (e.g., biscuit, cake, doughnut, pancake) made in flour mills",29,0,23,4
"Mixes, flour (e.g., biscuit, cake, doughnut, pancake), made from purchased flour",26,0,6,16
Mixing purchased fertilizer materials,37,0,17,9
"Mobile (manufactured) home, on site, rental or leasing",2,0,1,0
Mobile Devices Recycling,0,0,0,0
Mobile Phone Repair,10,0,1,9
Mobile X-ray facilities (medical),0,0,0,0
Mobile car and truck washes,6,0,5,1
Mobile communications equipment manufacturing,20,0,12,4
"Mobile home dealers, manufactured",0,0,0,0
Mobile home manufacturing,236,0,29,78
Mobile home rental (except on site),0,0,0,0
"Mobile home towing services, local",0,0,0,0
"Mobile telephone communication carriers, except satellite",0,0,0,0
Modacrylic fibers and filaments manufacturing,2,0,0,1
"Models, anatomical, manufacturing",2,0,0,1
"Models, toy and hobby (e.g., airplane, boat, ship), manufacturing",1,0,1,0
"Modems, carrier equipment, manufacturing",2,0,0,2
Modular furniture system attachment and installation,86,0,27,40
"Modular furniture systems (except wood frame), office-type, manufacturing",36,0,12,17
"Modular furniture systems, wood frame office-type, manufacturing",14,0,1,6
Modular house assembly on site by general contractors,12,0,4,4
"Modular housing, residential, assembled on site by for-sale builders",1,0,0,0
Molasses merchant wholesalers,12,0,2,7
Molded packings and seals manufacturing,18,0,1,12
"Molded pulp products (e.g., egg cartons, food containers, food trays) manufacturing",6,0,2,4
"Molding (e.g., sheet metal, wood) merchant wholesalers",5,0,1,0
"Molding and trim (except motor vehicle), metal, manufacturing",0,0,0,0
"Molding or trim, wood or plastic, installation",15,0,5,3
"Moldings and trim, motor vehicle, stamping",25,0,4,15
"Moldings, clear and finger joint wood, manufacturing",76,0,29,27
"Moldings, wood and covered wood, manufacturing",21,0,9,11
"Molds (except steel ingot), industrial, manufacturing",40,0,7,2
Molds for casting steel ingots manufacturing,0,0,0,0
"Molds for forming materials (e.g., glass, plastics, rubber) manufacturing",85,0,27,18
Molds for metal casting (except steel ingot) manufacturing,8,0,2,3
Molds for plastics and rubber working machinery manufacturing,49,0,15,8
"Molds, steel ingot, industrial, manufacturing",3,0,3,0
Molybdenum silicon ferroalloys manufacturing,2,0,0,1
Money transmission services,11,0,18,2
"Monitors, computer peripheral equipment, manufacturing",4,0,2,0
"Monochrometers, laboratory-type, manufacturing",0,0,0,0
Monolithic integrated circuits (solid-state) manufacturing,3,0,1,0
Monorail construction,0,0,0,0
Monorail systems (except passenger-type) manufacturing,0,0,0,0
"Monorail transit systems (except mixed mode), commuter",9,0,3,5
Monosodium glutamate manufacturing,4,0,2,0
"Montessori schools, elementary or secondary",8,0,8,0
"Monument (i.e., burial marker) dealers",1,0,0,0
"Monuments and tombstone, cut stone (except finishing or lettering to order only), manufacturing",16,0,6,1
"Mops, floor and dust, manufacturing",9,0,4,1
"Morphine and derivatives (i.e., basic chemicals) manufacturing",4,0,2,2
"Mortgage banking (i.e., nondepository mortgage lending)",0,0,0,0
"Mortgage brokers' or agents' offices (i.e., independent)",0,0,0,0
Mortgage companies,0,0,0,0
Mortgage real estate investment trusts (REITs),0,0,0,0
"Mosaic tile, ceramic, manufacturing",7,0,1,3
Mosquito eradication districts,2,0,0,0
Mosquito eradication services,14,0,14,0
"Motel building, not operating motel, rental or leasing",0,0,0,0
Motel management services (except complete operation of client's business),2,0,1,1
Motels,25,0,12,8
Motion Picture and Video Production,20,0,2,0
"Motion alarms (e.g., swimming pool, perimeter) manufacturing",0,0,0,0
"Motion detectors, security system, manufacturing",1,0,0,1
Motion picture and video production,87,0,48,12
Motion picture and video production and distribution,49,0,20,11
Motion picture cameras manufacturing,9,0,4,4
"Motion picture cameras, equipment, and supplies merchant wholesalers",0,0,0,0
Motion picture equipment rental or leasing,1,0,0,0
Motion picture exhibition,2,0,2,0
Motion picture film distributors,0,0,0,0
Motion picture or video post-production services,0,0,0,0
Motion picture production,1,0,1,0
Motion picture production and distribution,0,0,0,0
"Motion picture studios, producing motion pictures",3,0,0,1
"Motion picture theaters, indoor",0,0,0,0
Motor & Generator Manufacturing,1,0,0,0
Motor Freight Transportation And Warehousing,1489,0,540,527
Motor Vehicle & Motor Vehicle Parts & Supplies Merchant Wholesalers,9,0,6,3
Motor Vehicle Body Manufacturing,255,0,73,82
Motor Vehicle Brake System Manufacturing,16,0,1,12
Motor Vehicle Brake Systems,4,0,0,0
Motor Vehicle Casoline Engine and Engine Parts Manufacturing,2,0,1,1
Motor Vehicle Dealers New and Used,3,0,1,0
Motor Vehicle Electric Equipment,19,0,5,7
Motor Vehicle Electrical and Electronic Equipment Manufacturing,208,0,48,68
Motor Vehicle Gas Engine and engine part manufacturing,56,0,1,31
Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,36,0,5,26
Motor Vehicle Metal Stamping,83,0,23,53
Motor Vehicle Parts & Accessories,47,0,7,1
Motor Vehicle Parts and Accessories,6,0,0,3
Motor Vehicle Seat Manufacturing,179,0,71,38
Motor Vehicle Seating and Interior Trim Manufacturing,43,0,23,12
Motor Vehicle Steering and Suspension Components except Spring Manufacturing,64,0,25,26
Motor Vehicle Supples & New Parts Warehouse,5,0,0,8
Motor Vehicle Supplies Wholesaler,4,0,0,4
Motor Vehicle Supplies and New Part Merchant Wholesalers,20,0,8,23
Motor Vehicle Supplies and New Parts,69,0,8,45
Motor Vehicle Supplies and New Parts Merchant Wholesaler,9,0,2,7
Motor Vehicle Supplies and New Parts Merchant Wholesalers,656,0,153,417
Motor Vehicle Supplies and Part Merchant Wholesalers,0,0,1,3
Motor Vehicle Supplies and new parts,4,0,0,2
Motor Vehicle Towing,6,0,2,2
Motor Vehicle Transmission and Power Train Parts Manufacturing,12,0,1,5
Motor Vehicle and Motor Vehicle Parts,0,0,0,0
Motor Vehicle and Passenger Car Body,4,0,2,1
Motor Vehicle body & trailer mfg. - Truck tailer mfg.,4,0,1,1
Motor Vehicles Supplies and New Part Merchant Wholesalers,2,0,1,2
Motor Vehicles Supplies and New Parts Merchant Wholesaler,8,0,0,21
Motor and Generator Manufacturing,7,0,4,3
"Motor coach operation, interurban and rural",41,0,28,8
"Motor controls, electric, manufacturing",9,0,5,3
"Motor controls, electric, merchant wholesalers",0,0,0,0
"Motor freight carrier,       general,long-distance,       truckload(TL)",0,0,0,0
"Motor freight carrier, general, local",379,0,266,49
"Motor freight carrier, general, long-distance, less-than-truckload (LTL)",38,0,21,12
"Motor freight carrier, general, long-distance, truckload (TL)",356,3,230,35
"Motor freight carrier, used household goods",65,0,25,28
"Motor generator sets (except automotive, turbine generator sets) manufacturing",68,0,23,19
"Motor generator sets, turbo generators, manufacturing",29,0,4,1
Motor home dealers,0,0,0,0
Motor home merchant wholesalers,2,0,1,0
"Motor homes, self-contained, assembling on purchased chassis",118,0,33,41
"Motor homes, self-contained, mounted on heavy truck chassis of own manufacture",20,0,10,3
"Motor homes, self-contained, mounted on light duty truck chassis of own manufacture",0,0,0,0
Motor hotels without casinos,3,0,1,0
Motor inns,3,0,0,0
Motor lodges,1,0,0,0
"Motor oils, petroleum, made from refined petroleum",14,0,2,10
"Motor oils, synthetic, manufacturing",4,0,0,4
"Motor repair and maintenance services, commercial or industrial",17,0,4,5
Motor vehicle assembly plant construction,110,0,19,86
Motor vehicle body manufacturing,22,0,2,6
"Motor vehicle garage and service station mechanical equipment (e.g., gasoline pumps, hoists) installation",17,0,3,6
"Motor vehicle hoses, rubber or plastics, manufacturing",30,0,5,16
"Motor vehicle instruments (e.g., fuel level gauges, oil pressure, speedometers, tachometers, water temperature) manufacturing",0,0,0,0
"Motor vehicle instruments, electric, merchant wholesalers",0,0,0,0
"Motor vehicle interior systems (e.g., headliners, panels, seats, trims) manufacturing",592,0,161,270
"Motor vehicle license issuing services, private franchise",0,0,0,0
"Motor vehicle licensing offices, government",13,0,5,3
Motor vehicle merchant wholesalers,212,0,59,65
Motor vehicle metal bumper stampings,5,0,1,1
Motor vehicle metal parts stamping,274,1,59,119
"Motor vehicle metal stampings (e.g., body parts, fenders, hub caps, tops, trim) manufacturing",160,0,44,66
"Motor vehicle moldings and extrusions, plastics, manufacturing",1084,0,340,436
Motor vehicle paints manufacturing,13,0,5,2
"Motor vehicle parts and accessories, new, merchant wholesalers",231,0,70,111
"Motor vehicle parts, used, merchant wholesalers",336,0,140,132
Motor vehicle seats manufacturing,390,1,98,241
"Motor vehicle seats, metal framed, manufacturing",5,0,2,0
Motor vehicle supplies and new parts,12,0,1,7
Motor vehicle supplies and new parts merchant wholesalers,6,0,6,7
Motor vehicle supplies and parts,15,0,0,14
Motor vehicle tire and tube merchant wholesalers,219,2,59,127
Motor vehicle tires manufacturing,441,1,122,238
Motor vehicle towing services,73,0,55,5
Motor vehicle trimmings manufacturing,36,0,19,7
Motor vehicles supplies and new parts merchant wholesalers.,4,0,1,7
Motorbike dealers,1,0,1,0
"Motorboat, inboard or outboard, building",11,0,4,1
Motorcoach Dealership and shop,3,0,0,2
Motorcycle dealers,12,0,6,4
Motorcycle dealers-retail,0,0,0,0
Motorcycle merchant wholesalers,1,0,0,1
Motorcycle parts and accessories dealers,0,0,0,0
"Motorcycle parts, new, merchant wholesalers",5,0,2,1
Motorcycle racetracks,5,0,4,0
Motorcycle racing teams,6,0,2,4
"Motorcycle, ATV, and All Other Motor Vehicle Dealers",20,0,4,9
Motorcycles and parts manufacturing,49,0,19,20
Motorhome Manufacturing,59,0,10,16
Motorhome Mfr,8,0,4,3
Motorhome Mfr.,0,0,0,0
Motors and Generators,0,0,0,0
"Motors, electric (except engine starting motors, gearmotors, outboard), manufacturing",89,0,12,41
"Motors, electric, merchant wholesalers",4,0,1,1
"Motors, fluid power, manufacturing",27,0,7,9
"Motors, gear, manufacturing",80,0,36,48
"Motors, starter, for internal combustion engines, manufacturing",27,0,6,17
"Mouse devices, computer peripheral equipment, manufacturing",0,0,0,0
Mouthwashes (except medicinal) manufacturing,9,0,0,5
"Mouthwashes, medicated, manufacturing",4,0,0,0
"Movements, watch or clock, manufacturing",3,0,0,3
Movie production and distribution,1,0,0,0
Movie theaters (except drive-in),7,0,2,1
Moving Services,5,0,0,5
Moving and Storage,0,0,0,0
Moving and transportation,1,0,0,1
"Mowing services (e.g., highway, lawn, road strip)",2,0,0,2
Mptor Vehicle supplies and new parts,4,0,1,1
Mud service for oil field drilling on a contract basis,2,0,1,0
"Mufflers and resonators, automotive, truck, and buses manufacturing",8,0,3,3
Mulch merchant wholesalers,19,0,7,7
"Mulchers, lawn and garden-type, manufacturing",4,0,1,0
Multi Craft,12,0,2,3
Multidisciplinary museums,22,0,5,14
Multifamily Management,24,0,8,0
Multifamily building construction general contractors,66,0,19,30
Multifamily building for-sale builders,1,0,0,1
"Multiservice centers, neighborhood",44,0,15,16
Municipal Fire,20,1,1,7
Municipal Government,37,0,0,26
Municipal Law Enforcement Public Safety,28,0,0,5
Municipal Maintenance,1,0,0,0
Municipal Street Traffic Roadways,7,0,3,0
Municipal Water,1,0,1,0
Municipal Water Dept,2,0,0,1
Municipal Water Distribution,1,0,0,0
Municipal Water Pollution,3,0,1,0
Municipal Water Sewage,5,0,1,0
Municipality,124,0,35,37
Municipality - Building Inspector,0,0,0,0
Municipality - City of Effingham - Admin,0,0,0,0
Municipality - City of Effingham - Fire,0,0,0,0
Municipality - DPW,34,0,4,24
Munincipality,4,0,1,0
"Muriate of potash, mining",0,0,0,0
Museum construction,2,0,0,0
Museums,194,0,82,40
Museums & Art Galleries,2,0,0,0
"Museums, historical sites, and similar institutions",0,0,0,0
Mushroom farming,257,0,73,121
Mushroom spawn farming,5,0,2,2
"Music book (i.e., bound sheet music) publishers and printing combined",4,0,3,0
Music books printing or printing and binding without publishing,4,0,2,1
"Music stores (e.g., cassette, instrument, record, tape), used",0,0,0,0
"Music stores (i.e., instrument)",66,0,23,7
Musical Groups and Artists,0,0,0,0
Musical groups (except musical theater groups),5,0,1,1
"Musical instrument accessories (e.g., mouthpieces, reeds, stands, traps) manufacturing",3,0,3,0
"Musical instrument cases, all materials, manufacturing",1,0,1,0
Musical instruments (except toy) manufacturing,11,0,4,5
Musical instruments merchant wholesalers,1,0,1,0
"Musical instruments, toy, manufacturing",1,0,0,0
"Musical recordings (e.g., compact discs, records, tapes) merchant wholesalers",0,0,0,0
Musical theater companies or groups,30,0,9,9
"Musical theater productions, live",253,0,38,69
"Mustard seed farming, field and seed production",5,0,3,0
"Mustard, prepared, manufacturing",34,0,17,7
Mutual savings banks,0,0,0,0
Mycology health laboratories,0,0,0,0
NC,0,0,0,0
NEW CAR DEALERSHIP,3,0,0,0
NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),2,0,1,0
NH,3,0,1,2
NON-PROFIT AGENCY,21,0,12,0
NON-PROFIT RETAIL,0,0,0,0
NOT FOR PROFIT,0,0,0,0
"NOT FOR PROFIT HUMAN SERVICES (VOCATIONAL, EDUCATION & TRAINING), FUNDED BY THE DONATIONS SOLD IN RETAIL",24,0,8,6
"NURSING - HOME HEALTH, PUBLIC AND TRAVELING",0,0,0,0
NURSING AND RESIDENTIAL CARE,0,0,0,0
NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),3,0,2,1
NURSING HOME,8,0,4,4
"Nailers and staplers, handheld power-driven, manufacturing",8,0,0,8
"Nails, brads, and staples made from purchased wire",12,0,7,3
"Nails, iron or steel, made in wire drawing plants",18,0,9,7
"Nails, nonferrous metals (except aluminum, copper), made from purchased nonferrous metals (except aluminum, copper) in wire drawing plants",8,0,2,6
"Name plate blanks, metal, manufacturing",2,0,1,0
"Nanotechnology research and development laboratories or services, all fields of science",0,0,0,0
Naphthalenesulfonic acid manufacturing,2,0,2,0
"Napkins, table, made from purchased paper",10,0,6,2
"Napkins, table, made in paper mills",3,0,3,0
Narrow Fabric Mills,0,0,0,0
Narrow Fabric Mills and Schiffli Machine Embroidery,0,0,0,0
Narrow fabrics weaving,21,0,5,11
National Aeronautics and Space Administration,7,0,2,1
National Guard,30,0,5,5
National commercial banks,0,0,0,0
National parks,3,0,2,1
Nationality specialty foods canning,56,0,31,21
"Nationality specialty foods, frozen, manufacturing",254,0,103,92
Native American Tribal Government,6,0,5,0
"Natural (i.e., calcined earth) cement manufacturing",0,0,0,0
Natural Gas Distribution,495,1,246,109
Natural Gas Distribution Srv.,261,0,74,144
Natural Gas Extraction,1,0,0,0
Natural Gas Transmission,0,0,0,0
Natural Gas Transmission & Distribution,0,0,0,0
